Disaster_Type,Location,Magnitude,Fatalities,Economic_Loss($),Month,Year,cluster
Hurricane,Brazil,9.257365238596549,9674,634824808.0920831,11,2024,3
Flood,USA,9.395824692298673,5463,682097676.2225473,11,2024,0
Hurricane,Indonesia,3.657803578771396,6721,968715893.6768252,11,2024,3
Hurricane,USA,7.60430985670871,99,150838451.1678664,11,2024,3
Earthquake,China,2.058161133209863,1405,787621069.4066441,11,2024,0
Hurricane,Japan,2.3518816826127704,1668,651609800.7566118,11,2024,3
Tornado,Brazil,6.635590552532334,9357,457678253.5994834,11,2024,2
Earthquake,USA,2.073164033099039,207,293487670.45700294,11,2024,0
Wildfire,Japan,1.271629021541354,5357,146369707.43165973,11,2024,2
Hurricane,China,5.294900477816064,3765,278344221.9045018,11,2024,3
Tornado,India,1.966421253902793,8282,120956100.7940093,11,2024,2
Hurricane,Japan,7.312707762974648,9060,511734167.2933367,11,2024,3
Earthquake,Indonesia,4.514271053767576,7294,780815082.7749063,11,2024,0
Earthquake,China,2.972260944127643,2176,921288500.5675012,11,2024,0
Earthquake,Brazil,6.761556017935156,249,19407799.656805582,11,2024,0
Wildfire,Indonesia,5.55330992568062,8315,262702071.2056816,11,2024,2
Wildfire,India,1.813321601261133,6313,318331044.55475247,11,2024,2
Tornado,USA,7.621567538054853,7412,465747266.0141723,11,2024,2
Earthquake,China,9.55682773288435,7592,859138517.0872322,11,2024,0
Flood,Indonesia,5.838917965859429,6126,475027718.6786251,11,2024,0
Wildfire,China,4.33828440490727,3811,781074397.8517835,11,2024,2
Earthquake,Indonesia,6.974057992486562,6996,875891170.3671695,11,2024,0
Tornado,Japan,7.680883115465011,1641,298199847.8082711,11,2024,2
Wildfire,India,7.126929252960962,6221,102734030.7886033,11,2024,2
Hurricane,USA,4.226732035452347,7803,182813417.1432792,11,2024,3
Hurricane,Japan,8.005197440674781,1716,631538327.3200091,11,2024,3
Earthquake,Brazil,5.138199844473786,9561,286391007.3374638,11,2024,0
Hurricane,Brazil,9.60371783245802,7961,583009058.8199418,11,2024,3
Hurricane,China,7.215242616497753,386,359775092.5082309,11,2024,3
Flood,India,8.73753862862169,6033,843173564.7363107,11,2024,0
Hurricane,Japan,4.796953493200201,5064,1159547.7008350936,11,2024,3
Wildfire,India,8.998025312064346,3750,379395015.244297,11,2024,2
Earthquake,India,1.5423047383123771,6048,620799313.6482153,11,2024,0
Flood,Japan,8.838097078719645,1816,955519334.3532662,11,2024,0
Wildfire,Japan,8.034275151779728,3216,606635284.7220048,11,2024,2
Earthquake,Japan,6.71845956504173,5613,97427202.92222822,11,2024,0
Earthquake,USA,7.072868349632153,4916,236035683.11188135,11,2024,0
Hurricane,Japan,7.52851295910288,2996,528738989.3890006,11,2024,3
Flood,USA,1.9305200737189567,8528,623564866.5267112,11,2024,0
Earthquake,Brazil,7.236030814137357,9564,216085610.6536441,11,2024,0
Earthquake,Brazil,7.738977915691293,9201,121677565.90825813,11,2024,0
Earthquake,Indonesia,9.399942576452322,9338,472792252.6683614,11,2024,0
Wildfire,Brazil,6.140569277413823,2634,302984506.2887541,11,2024,2
Tornado,Indonesia,8.44218078794802,2754,548202862.2960979,11,2024,2
Hurricane,Japan,1.0166374045832476,2212,21894611.96462167,11,2024,3
Flood,India,2.6473828123968506,9517,582617818.7529371,11,2024,0
Earthquake,Japan,8.063617916916883,5430,93147480.58963823,11,2024,0
Tornado,Japan,6.807783836293551,5336,513109868.6762581,11,2024,2
Earthquake,Japan,6.954685761194171,2817,611039057.6082232,11,2024,0
Tornado,USA,7.639058930574139,383,885359907.858748,11,2024,2
Tornado,China,4.903707292172299,7297,815008283.6889087,11,2024,2
Hurricane,India,9.59195204556636,1716,650392759.624256,11,2024,3
Flood,Japan,9.337850542241508,8816,830021998.3481067,11,2024,0
Earthquake,Japan,2.1963096023128035,9353,491967576.8903737,11,2024,0
Earthquake,USA,3.047199792320315,5162,828304733.3144226,11,2024,0
Earthquake,Japan,4.9979336575425,777,546120485.3000476,11,2024,0
Hurricane,India,3.7526268151425466,7840,984725026.9578112,11,2024,3
Tornado,Japan,3.347819255712205,7191,548978391.1807796,11,2024,2
Tornado,USA,2.444085447937137,2585,66346973.346634485,11,2024,2
Flood,China,7.664389204424314,3046,506954209.6193957,11,2024,0
Wildfire,USA,4.908133816065755,2250,103457932.54363813,11,2024,2
Hurricane,Indonesia,7.511957637346603,3132,755963870.2081723,11,2024,3
Wildfire,India,4.571165202354949,2955,971932590.3106722,11,2024,2
Hurricane,China,6.857172125381727,7851,526311379.7251511,11,2024,3
Wildfire,China,7.519465971515501,6453,772945140.0490686,11,2024,2
Tornado,Indonesia,2.673217147031289,1507,838369062.0277684,11,2024,2
Earthquake,USA,8.727645968117029,5321,187231326.7996901,11,2024,0
Hurricane,India,4.772838165287123,329,390550668.0162852,11,2024,3
Wildfire,Japan,4.623399006891626,5383,34517495.139025,11,2024,2
Hurricane,Brazil,6.90540870355219,3723,964225942.7074554,11,2024,3
Wildfire,Brazil,3.4394476656077866,5651,707121232.6047205,11,2024,2
Earthquake,Brazil,6.073068014522017,8485,861920473.4975812,11,2024,0
Tornado,Brazil,2.459951546745607,4144,403871301.2256364,11,2024,2
Flood,India,9.753746263811797,5131,69924937.6031204,11,2024,0
Flood,Brazil,1.475477719264469,1876,826465733.9801173,11,2024,0
Hurricane,Brazil,6.371217356336746,7216,494711052.3936508,11,2024,3
Tornado,Japan,9.541504339780818,1548,146890136.5125343,11,2024,2
Tornado,Indonesia,2.051770270179214,7801,931095387.9378833,11,2024,2
Wildfire,USA,9.197910197447806,8694,799192936.3631738,11,2024,2
Wildfire,Indonesia,2.490775233062734,5656,41103531.67110435,11,2024,2
Hurricane,USA,5.535251750731394,8346,353438059.16723627,11,2024,3
Hurricane,Brazil,2.4942696707792438,9874,591221427.7621188,11,2024,3
Flood,China,2.0967705418432323,7473,79780113.89598872,11,2024,0
Flood,Indonesia,1.187004325123894,8648,683322651.3336916,11,2024,0
Hurricane,China,8.833125675675074,9519,665004149.5241004,11,2024,3
Hurricane,USA,6.461315305114738,8248,270284732.62204325,11,2024,3
Hurricane,Indonesia,5.16155777621274,7624,907967523.0188448,11,2024,3
Tornado,USA,7.764411467046774,7481,189769840.7010817,11,2024,2
Tornado,China,4.531761270087083,6523,203123014.8958068,11,2024,2
Earthquake,Japan,5.089001986076592,3016,505172757.5635214,11,2024,0
Wildfire,Indonesia,4.589858377605464,2011,839308450.32747,11,2024,2
Wildfire,Indonesia,2.476014693222125,2609,784060842.976807,11,2024,2
Earthquake,India,9.997470687446963,7582,423899123.5138471,11,2024,0
Flood,Indonesia,9.08202014837993,1669,15832938.082592567,11,2024,0
Earthquake,USA,6.075414863654295,2753,353835750.8013854,11,2024,0
Earthquake,India,8.938967788388563,6311,258666660.4378481,11,2024,0
Flood,China,1.3102597836206775,1423,581913489.257315,11,2024,0
Flood,Brazil,5.23148870657044,9127,795716043.5369822,11,2024,0
Earthquake,Indonesia,3.106649933182063,6866,929395164.4663116,11,2024,0
Tornado,USA,4.470035305285061,2333,774785098.9986361,11,2024,2
Hurricane,Japan,9.866143541503943,8380,112827755.16883256,11,2024,3
Flood,India,5.748299626073546,9627,107937217.91120476,11,2024,0
Wildfire,India,1.0249040148128683,55,453112384.8128254,11,2024,2
Earthquake,Indonesia,7.136023597261126,3010,594153299.0870111,11,2024,0
Hurricane,China,3.9456146788592026,7558,655930143.2779979,11,2024,3
Earthquake,India,5.324281874586712,6768,168959834.11941233,11,2024,0
Tornado,USA,3.4566312481881627,1066,311646743.0483002,11,2024,2
Hurricane,Brazil,7.122027836245389,7584,120235011.04805642,11,2024,3
Flood,India,3.5662623211917293,4902,795934614.1148707,11,2024,0
Tornado,Brazil,1.6264789568276998,8253,531424060.5261595,11,2024,2
Tornado,India,9.875626190835357,1516,218123242.3451031,11,2024,2
Flood,India,6.65412483061479,3893,462990620.4725347,11,2024,0
Hurricane,Brazil,3.5246131754311785,8613,791288544.8941786,11,2024,3
Flood,Japan,9.138164059750316,5140,583962360.6348315,11,2024,0
Earthquake,Japan,2.435112977532117,9375,175684040.0311547,11,2024,0
Wildfire,Japan,8.16090777949487,5605,109322540.79427265,11,2024,2
Wildfire,India,1.518600216506584,2830,461005300.0613079,11,2024,2
Hurricane,India,3.601980944785609,6531,114818016.8584148,11,2024,3
Hurricane,Japan,7.074629980830276,9341,930168368.6349173,11,2024,3
Flood,USA,6.502000801889784,4667,230858612.31345552,11,2024,0
Wildfire,USA,7.252751543718849,9829,582586110.926689,11,2024,2
Earthquake,Indonesia,8.40207453220321,3262,544311104.1469638,11,2024,0
Hurricane,Japan,9.032072992355442,9043,984820043.9817388,11,2024,3
Hurricane,USA,1.1075297190401767,8640,733726666.6823852,11,2024,3
Wildfire,Japan,9.94596378306852,6593,907161434.1987568,11,2024,2
Earthquake,USA,4.326605896902098,6445,386163288.018745,11,2024,0
Tornado,China,1.9921009969160084,6465,982825891.6257558,11,2024,2
Earthquake,China,2.108814865663531,8499,624987203.8237563,11,2024,0
Flood,USA,1.3052851364616305,4966,775660486.0685164,11,2024,0
Wildfire,USA,6.1775961294758055,1640,960839693.7294396,11,2024,2
Hurricane,Japan,8.430491809526274,8428,680289004.6845126,11,2024,3
Tornado,India,7.998241715867121,7627,130614576.66154112,11,2024,2
Earthquake,Indonesia,5.338900975569346,2194,742016619.9978114,11,2024,0
Hurricane,India,9.835807886580817,4556,743402358.1204627,11,2024,3
Flood,Indonesia,9.294026478778605,525,512874219.237214,11,2024,0
Wildfire,Brazil,1.18055955085979,5550,110270129.80854514,11,2024,2
Tornado,USA,9.63306465667342,7303,115609167.16602316,11,2024,2
Tornado,India,2.683520784217369,9394,791777997.3906786,11,2024,2
Earthquake,USA,7.333203200286314,6602,735815105.3893557,11,2024,0
Earthquake,Brazil,4.294650234262576,3313,869731100.249332,11,2024,0
Wildfire,Indonesia,1.9100431825094837,5282,81756420.18269911,11,2024,2
Earthquake,Japan,9.36417082990394,2165,544322824.664037,11,2024,0
Hurricane,China,9.700452665662468,8774,206305544.4881717,11,2024,3
Hurricane,China,4.040585566635294,7365,514596082.6142717,11,2024,3
Flood,China,6.378381726612769,5695,23352822.619304705,11,2024,0
Flood,India,3.5263928836607734,7529,572894691.4308974,11,2024,0
Earthquake,Indonesia,4.6427092490724124,219,823167536.9150338,11,2024,0
Earthquake,India,4.396657717220458,1595,415981575.9587627,11,2024,0
Wildfire,Brazil,3.2684472451978674,8894,996544003.3150332,11,2024,2
Wildfire,Japan,3.4027561296233357,9359,156855114.95235127,11,2024,2
Tornado,India,8.743015279699707,3012,15947800.69764293,11,2024,2
Wildfire,India,1.8758568959300543,4620,520616381.8336121,11,2024,2
Tornado,Indonesia,5.317657883217904,7253,950716756.5883348,11,2024,2
Hurricane,China,2.8630397083656423,5502,650811282.5666796,11,2024,3
Wildfire,India,9.168606554552664,3075,691203990.5894997,11,2024,2
Earthquake,China,4.569991098782479,3125,281443537.3605405,11,2024,0
Tornado,Japan,4.273673570592116,8771,41490474.75122079,11,2024,2
Earthquake,Indonesia,3.502828149887894,8434,178323894.41774693,11,2024,0
Flood,USA,3.628048337768609,2253,987721904.6781248,11,2024,0
Tornado,India,9.432581681827363,2225,587803055.6232839,11,2024,2
Tornado,India,8.316280109474306,7304,436216530.5876586,11,2024,2
Flood,China,9.4645701558356,2373,776065218.9930537,11,2024,0
Earthquake,Japan,7.078517007170357,4384,533450226.432332,11,2024,0
Wildfire,Japan,7.175014234896229,2877,411066929.0226037,11,2024,2
Flood,India,8.340862063928757,2386,131288339.47479393,11,2024,0
Earthquake,Japan,3.1433879969695,4323,355247242.8261178,11,2024,0
Hurricane,Japan,6.572124206881193,9419,935161799.9854217,11,2024,3
Earthquake,Indonesia,6.394923581277488,1620,749759867.9796299,11,2024,0
Earthquake,Indonesia,1.6533973256763463,8898,66195366.06376805,11,2024,0
Hurricane,Japan,9.697726480806384,3468,998243334.892792,11,2024,3
Flood,USA,4.248477140028262,8505,138935786.20984438,11,2024,0
Earthquake,Brazil,9.657191501351626,5481,553852759.4638038,11,2024,0
Tornado,India,1.5855835820229105,5629,449771625.5826782,11,2024,2
Hurricane,Indonesia,6.499533915979264,7049,183863362.7554068,11,2024,3
Flood,India,4.748401489732034,4773,906158626.863388,11,2024,0
Hurricane,Brazil,2.169128265230241,3838,541381588.0981537,11,2024,3
Tornado,India,4.608215442882228,5889,200167659.8273066,11,2024,2
Flood,Indonesia,7.441436359183429,8848,846159870.7870897,11,2024,0
Flood,Brazil,7.359789339227178,9359,385982043.449282,11,2024,0
Wildfire,Brazil,1.7027593956392622,8954,844334675.5918297,11,2024,2
Tornado,Indonesia,8.149286089380258,1119,80321004.9970422,11,2024,2
Tornado,China,5.028587498234887,8337,349143113.1236571,11,2024,2
Flood,China,8.092789652976663,4279,571229290.1867545,11,2024,0
Tornado,Brazil,1.238686393860316,9686,30083334.963499326,11,2024,2
Hurricane,Indonesia,9.209429372753682,4692,124369555.415417,11,2024,3
Earthquake,Indonesia,5.761044536068786,3613,648298053.9593815,11,2024,0
Earthquake,Japan,5.0400404979773095,4627,81804810.62854266,11,2024,0
Wildfire,Japan,9.1384234147103,5805,400314713.89134985,11,2024,2
Earthquake,USA,1.9476791303298515,9383,607634801.3246485,11,2024,0
Earthquake,Brazil,5.704635835241515,8444,460927005.3143254,11,2024,0
Wildfire,India,7.2205250381984225,3130,963582173.2154732,11,2024,2
Flood,China,1.999052550014086,9675,151174951.84321594,11,2024,0
Earthquake,Japan,9.651135100953734,6338,556693534.3734218,11,2024,0
Flood,China,8.24377895059487,2716,105692210.46619092,11,2024,0
Earthquake,USA,5.540476488963014,3422,176461429.20825073,11,2024,0
Earthquake,Brazil,8.925587566345756,7586,551888302.7189355,11,2024,0
Wildfire,USA,2.482399958259885,1444,345769077.63329446,11,2024,2
Earthquake,USA,3.9756627050764335,6942,925183898.4894674,11,2024,0
Flood,USA,5.461439490066431,4294,653991526.0210006,11,2024,0
Earthquake,Indonesia,5.301287439626741,4109,933614676.9108068,11,2024,0
Wildfire,India,8.930948674658355,7784,885345213.0887824,11,2024,2
Wildfire,India,5.127947486190134,4512,824029931.0940297,11,2024,2
Wildfire,Indonesia,2.2274155054972464,2364,602657923.6997652,11,2024,2
Wildfire,USA,5.526784525626071,6837,534650569.4972688,11,2024,2
Flood,Indonesia,8.288442949063136,7648,13727047.072198687,11,2024,0
Tornado,Japan,5.698142978139757,3936,949451575.043718,11,2024,2
Earthquake,India,2.2404246767261693,6773,980368618.3045968,11,2024,0
Wildfire,USA,7.280578737226205,7686,985618102.6473532,11,2024,2
Hurricane,Brazil,5.925340955553663,1959,370165108.51209193,11,2024,3
Tornado,USA,1.4836731735404327,2886,339571982.3487279,11,2024,2
Tornado,USA,1.9661494168334013,2308,663245042.3312923,11,2024,2
Wildfire,India,1.1877129288747303,6406,206022705.675613,11,2024,2
Earthquake,Brazil,3.831898480194437,1304,719795691.9081023,11,2024,0
Flood,India,2.053696143802686,6348,93273794.1086394,11,2024,0
Hurricane,USA,3.122333827193737,2833,350756951.13438004,11,2024,3
Earthquake,Japan,7.699860180894707,403,643746369.3004593,11,2024,0
Wildfire,Brazil,5.8300330801844265,1775,658507590.018302,11,2024,2
Hurricane,Indonesia,2.742511756210317,6228,333559404.11983794,11,2024,3
Hurricane,Indonesia,9.27602834605198,2469,342699110.7506631,11,2024,3
Flood,Indonesia,1.461193024047834,7106,824377999.6581813,11,2024,0
Hurricane,India,6.990857363695509,3403,404911854.9141817,11,2024,3
Hurricane,Brazil,9.72355378996771,6001,286047817.3104112,11,2024,3
Tornado,India,1.8237946488741608,3712,921095843.6850616,11,2024,2
Earthquake,India,3.9728726664285423,940,111452385.0742896,11,2024,0
Wildfire,India,3.666635822867536,8800,508939708.0195543,11,2024,2
Wildfire,USA,9.085264877657028,6182,775701193.3637993,11,2024,2
Flood,Japan,3.679939254907001,3396,107105109.3086489,11,2024,0
Hurricane,Brazil,4.792615008939169,6172,901985859.8602884,11,2024,3
Flood,China,9.939408370954384,7063,688785992.0788697,11,2024,0
Tornado,India,1.7915993100191696,5791,479381739.9629681,11,2024,2
Hurricane,India,1.5649868113286245,1673,230071692.46661684,11,2024,3
Wildfire,USA,9.903313285191016,6210,790360762.6242527,11,2024,2
Wildfire,India,5.736729998736249,431,677313329.5788518,11,2024,2
Hurricane,USA,2.095606572593324,7304,99951064.31110916,11,2024,3
Earthquake,Japan,2.3514714815387125,8900,438712684.6031855,11,2024,0
Earthquake,Japan,3.078819884791231,4581,608520829.2938101,11,2024,0
Hurricane,USA,2.6844328757407805,5047,986639103.7645712,11,2024,3
Tornado,Indonesia,2.457964262113988,6720,164938473.91867673,11,2024,2
Wildfire,Japan,7.411397895577348,8023,8760449.964133563,11,2024,2
Hurricane,Indonesia,7.772654374592296,5805,703688892.6356679,11,2024,3
Flood,Indonesia,2.477651047358494,7345,49635513.98752996,11,2024,0
Hurricane,Japan,5.474996620671991,3892,614447260.6025912,11,2024,3
Flood,China,2.9545367534530174,6367,878022794.2070947,11,2024,0
Hurricane,Brazil,6.979702725683956,2986,306869908.0329007,11,2024,3
Tornado,Indonesia,2.6896256649835792,5091,884335335.334066,11,2024,2
Earthquake,Brazil,9.284641476464095,8827,824719988.1527134,11,2024,0
Wildfire,USA,1.8747959590492929,3268,7337605.755562925,11,2024,2
Hurricane,Japan,1.9473608196446444,1640,272166012.1012855,11,2024,3
Earthquake,Brazil,7.774621519974571,1088,6273130.214284497,11,2024,0
Wildfire,China,2.8393909650487545,6299,361806049.0362924,11,2024,2
Wildfire,Japan,7.48958124366905,3957,754161351.8203195,11,2024,2
Tornado,Indonesia,8.573714995753521,9762,510085655.954738,11,2024,2
Earthquake,Japan,2.6120963469948784,4195,497537694.1354012,11,2024,0
Flood,USA,5.645578673062226,1575,503472500.4470787,11,2024,0
Earthquake,Japan,3.150885150726861,8365,282093949.5356202,11,2024,0
Wildfire,USA,2.783552909773152,303,324287865.18143624,11,2024,2
Earthquake,USA,8.55248035789797,2023,325962708.56826925,11,2024,0
Tornado,Brazil,9.577561887970758,4562,513444264.80558026,11,2024,2
Flood,Japan,7.378356260379197,1711,696401602.8665986,11,2024,0
Flood,USA,4.756023822173496,8496,363979416.501433,11,2024,0
Earthquake,Japan,8.672302095194059,8790,636391284.5092727,11,2024,0
Earthquake,China,7.642124008477168,629,3151557.977008904,11,2024,0
Earthquake,USA,6.49505259751812,3034,418474963.7532336,11,2024,0
Wildfire,China,1.5235705284150955,621,235949388.52815536,11,2024,2
Tornado,USA,3.708079935049058,6791,954211738.348113,11,2024,2
Earthquake,India,7.805155267360746,2291,858037835.2052296,11,2024,0
Flood,Indonesia,9.071921786967655,20,554222614.1901187,11,2024,0
Wildfire,India,2.8970574137930565,1108,707481965.0464303,11,2024,2
Tornado,Brazil,4.745611890279511,1090,46586806.08198252,11,2024,2
Flood,China,4.478096703044818,7122,19134287.535489097,11,2024,0
Tornado,Japan,5.475195836702408,9484,646866667.2646505,11,2024,2
Hurricane,China,3.81342845746184,2350,800675141.9754541,11,2024,3
Tornado,Indonesia,3.353349397976353,9793,671544470.0229195,11,2024,2
Flood,Japan,4.652446584097556,495,684774102.4950774,11,2024,0
Flood,USA,2.083624284398273,574,320460526.7897276,11,2024,0
Hurricane,India,8.61478538673655,8764,741638169.8789009,11,2024,3
Earthquake,Brazil,8.294046917253866,47,711553185.9216764,11,2024,0
Wildfire,India,8.316129359397804,1949,114972110.54787622,11,2024,2
Earthquake,USA,6.077431255639445,8766,944997905.3554752,11,2024,0
Hurricane,India,3.442627286528821,1570,945298462.8576669,11,2024,3
Wildfire,Indonesia,4.634755077131592,2960,274645412.4590706,11,2024,2
Flood,Japan,6.409794134959556,4938,579601720.9728199,11,2024,0
Earthquake,India,3.34483538397305,6272,290691084.9748894,11,2024,0
Flood,Japan,2.1071967887078182,4348,692559682.3447995,11,2024,0
Wildfire,USA,1.9882491773011364,1588,87001555.28258611,11,2024,2
Wildfire,Indonesia,6.627230239355623,3804,205663623.98219663,11,2024,2
Tornado,Brazil,6.596249752824753,259,278197673.28835607,11,2024,2
Flood,USA,4.684051404605059,3730,774762518.676151,11,2024,0
Wildfire,Japan,2.0988202088650887,5096,503259103.4893411,11,2024,2
Earthquake,India,7.467964125068331,3812,179250350.75489694,11,2024,0
Earthquake,USA,5.847769323573034,4936,147056597.90888485,11,2024,0
Earthquake,Brazil,3.636191157073434,2035,591057891.1660576,11,2024,0
Earthquake,China,8.048857925872124,8606,293152335.2571539,11,2024,0
Tornado,India,7.187316937873381,8148,121188865.01628669,11,2024,2
Hurricane,USA,2.803564192661239,9194,221633604.2931668,11,2024,3
Tornado,Indonesia,4.5714043355104605,2844,886243601.5418707,11,2024,2
Wildfire,Brazil,4.795074112947784,9882,252556445.06591076,11,2024,2
Wildfire,Indonesia,4.740997608624191,7371,927166479.3263133,11,2024,2
Hurricane,Brazil,4.396711833412408,4811,986460915.0411462,11,2024,3
Tornado,USA,5.972936989970872,3722,492789168.65940255,11,2024,2
Tornado,Japan,1.522508925447282,3855,150557041.45578668,11,2024,2
Wildfire,India,9.549095837515964,6158,546253860.2891488,11,2024,2
Earthquake,Brazil,7.4716699709939745,6575,771684797.5644281,11,2024,0
Hurricane,USA,5.833308068620811,4820,870154909.0580646,11,2024,3
Flood,Indonesia,5.53908675690365,8336,392910879.635009,11,2024,0
Tornado,Brazil,2.349718189400517,6539,850444911.115084,11,2024,2
Tornado,USA,8.490284105880967,2193,929122894.8717222,11,2024,2
Wildfire,Brazil,9.109522004182384,7981,450791710.4643392,11,2024,2
Wildfire,China,9.498209915264878,590,409972112.6581348,11,2024,2
Flood,Japan,7.200998300979153,7157,841708071.5343437,11,2024,0
Earthquake,Brazil,4.015941839335532,2901,685244488.6323819,11,2024,0
Hurricane,Japan,8.787563968694945,1870,811722359.3740902,11,2024,3
Tornado,China,6.093605399129745,4608,128884297.3655813,11,2024,2
Earthquake,Indonesia,1.665114342284865,1270,333215764.32352054,11,2024,0
Flood,China,1.4448489032952936,7426,642411797.2088257,11,2024,0
Flood,USA,2.6434415084370264,9129,366539651.4415016,11,2024,0
Wildfire,USA,6.90119806148519,323,89667034.89532724,11,2024,2
Wildfire,India,6.056679438190558,4977,361301969.9866201,11,2024,2
Flood,China,3.3688857719278062,4456,561034574.5479462,11,2024,0
Flood,Indonesia,4.707593573155592,5008,289300770.7621199,11,2024,0
Hurricane,Japan,8.199794534632776,6503,756287724.8503737,11,2024,3
Wildfire,Japan,8.663291020236343,1868,749103981.5258282,11,2024,2
Hurricane,India,7.743694179984265,6439,431860446.1181719,11,2024,3
Earthquake,Japan,6.223726918806678,5548,904058388.2799752,11,2024,0
Earthquake,Indonesia,7.962688446381664,1457,267042175.55040556,11,2024,0
Tornado,USA,9.285913821240616,3533,267538108.2008513,11,2024,2
Earthquake,Brazil,4.3381430418332725,1905,91936260.9220902,11,2024,0
Earthquake,India,8.375998114788576,7830,604586510.2037206,11,2024,0
Wildfire,Japan,8.416946637468431,4051,698173786.1171479,11,2024,2
Hurricane,Japan,9.698036351804912,1608,285734965.9251344,11,2024,3
Wildfire,China,6.39487183356538,8514,584401109.7132883,11,2024,2
Wildfire,China,9.33342772287313,2106,602568118.1822273,11,2024,2
Hurricane,India,7.742013357878747,8476,616211768.9798113,11,2024,3
Tornado,Indonesia,1.0476790068032908,9628,672388251.226549,11,2024,2
Wildfire,USA,2.7866759103093752,4171,508135901.67736536,11,2024,2
Earthquake,Brazil,2.514578014134822,5769,615393198.3346779,11,2024,0
Hurricane,China,1.2130710183584674,6402,951721757.996614,11,2024,3
Tornado,Brazil,7.744235794567994,548,790117657.8163809,11,2024,2
Earthquake,USA,7.295018934438563,8816,656223979.7279643,11,2024,0
Wildfire,Japan,9.12681696036848,3199,269426997.5568594,11,2024,2
Tornado,Japan,5.65617430221704,8179,874136531.0529761,11,2024,2
Earthquake,Indonesia,7.241984323718969,2689,228551938.28666845,11,2024,0
Wildfire,USA,2.575609333611635,860,876193930.2547239,11,2024,2
Tornado,India,2.1935070411072317,8190,366637897.3300417,11,2024,2
Wildfire,China,7.387858393360262,1826,43830210.09332379,11,2024,2
Wildfire,Brazil,5.801352685795106,5626,88253516.27276303,11,2024,2
Wildfire,China,4.2042028985660425,9286,106300674.53857258,11,2024,2
Wildfire,India,1.012010568845013,8357,548133376.3500011,11,2024,2
Flood,Japan,1.414023682611728,524,775182569.4461673,11,2024,0
Earthquake,Brazil,8.98374148670464,912,16879348.69566579,11,2024,0
Wildfire,India,8.033009611681997,8358,602893711.9464455,11,2024,2
Flood,USA,6.235342119555583,1720,737519369.8875318,11,2024,0
Earthquake,India,8.691098253816243,6411,788317958.8250027,11,2024,0
Earthquake,India,4.611182848044553,7925,826906928.0827613,11,2024,0
Flood,China,8.785943219559451,9782,509022120.7196903,11,2024,0
Flood,USA,3.903866592830448,4322,805738594.8475211,11,2024,0
Hurricane,India,8.123847952290038,6634,15556522.263609411,11,2024,3
Tornado,Indonesia,4.764349412090237,7746,754099120.8599974,11,2024,2
Tornado,USA,4.126533651371162,2058,238903229.3904916,11,2024,2
Wildfire,Indonesia,5.613204556916544,3056,583913810.6063051,11,2024,2
Hurricane,USA,6.457720686791775,6628,635266402.008634,11,2024,3
Flood,Brazil,8.18588918457009,6928,156687248.97248527,11,2024,0
Flood,India,3.3977186930132346,1426,880594712.7056072,11,2024,0
Tornado,China,8.955511532323246,4279,796518626.1185246,11,2024,2
Earthquake,USA,3.455381845356876,3612,768253823.1957484,11,2024,0
Wildfire,Japan,9.34342630097327,9158,237268548.9185876,11,2024,2
Hurricane,Japan,7.768969728973046,4323,771322609.336839,11,2024,3
Earthquake,Japan,2.494611607008158,6080,606957216.751853,11,2024,0
Tornado,Brazil,7.30549674839404,3809,531276850.01188177,11,2024,2
Hurricane,India,7.385871516416577,5462,173960676.95660084,11,2024,3
Tornado,India,8.338788987413219,3894,34162587.62294197,11,2024,2
Flood,USA,3.862706147859327,9283,902550886.6270587,11,2024,0
Earthquake,India,5.991458818546956,5247,909292292.9598372,11,2024,0
Wildfire,USA,1.434955216052313,7293,134843197.78521296,11,2024,2
Flood,Japan,7.219394020419708,6855,835780759.9142594,11,2024,0
Earthquake,Japan,3.496726889689089,5699,220237399.194942,11,2024,0
Wildfire,India,3.896208749722914,9464,683511983.8116853,11,2024,2
Flood,China,1.3628700980588242,7655,367322424.9474245,11,2024,0
Earthquake,China,2.064450362043878,1804,596124366.7630787,11,2024,0
Flood,India,3.663158512746489,8542,524937416.6691685,11,2024,0
Wildfire,Japan,9.592850738771082,7852,807930189.2679005,11,2024,2
Flood,China,1.056968964939569,4413,619111842.3426232,11,2024,0
Flood,India,5.097979219317143,4543,555708728.0538527,11,2024,0
Tornado,Japan,7.848276506100436,5590,752868001.9953547,11,2024,2
Earthquake,USA,1.079189968303218,5945,450937336.3143376,11,2024,0
Earthquake,China,7.075401941498349,7742,678325155.3268292,11,2024,0
Wildfire,India,9.785072786768524,4507,410994458.68778986,11,2024,2
Flood,Brazil,9.695602819773216,8817,972701969.0427396,11,2024,0
Wildfire,Indonesia,7.242374259340927,7420,409897984.2358753,11,2024,2
Wildfire,USA,6.589158406105116,3523,232191226.63693625,11,2024,2
Earthquake,Indonesia,4.203970094225985,8603,282591817.5471434,11,2024,0
Hurricane,Brazil,8.175008985088926,7016,508779733.4135785,11,2024,3
Tornado,China,8.451467147061269,5522,219214518.5679222,11,2024,2
Wildfire,USA,4.419677104251036,4901,543716854.7008545,11,2024,2
Flood,USA,4.17642967802195,9921,664855870.8959197,11,2024,0
Hurricane,Brazil,7.083071884509237,9317,979048313.042296,11,2024,3
Earthquake,Brazil,3.1754378005819435,6135,782485854.0974529,11,2024,0
